,date,station,NO,NO2,NOX,precipitation
5342,15/08/2020,Beer Sheva,0.9,2.9,4.2,0.0
5343,16/08/2020,Beer Sheva,1.5,9.8,12.1,0.0
5344,17/08/2020,Beer Sheva,3.1,12.9,17.6,0.0
5345,18/08/2020,Beer Sheva,0.8,5.3,6.6,0.0
5346,19/08/2020,Beer Sheva,0.8,4.7,5.8,0.0
5347,20/08/2020,Beer Sheva,1.7,8.3,10.9,0.0
5348,21/08/2020,Beer Sheva,1.3,5.0,7.0,0.0
5349,22/08/2020,Beer Sheva,0.6,3.1,4.1,0.0
5350,23/08/2020,Beer Sheva,1.0,6.0,7.5,0.0
5351,24/08/2020,Beer Sheva,3.1,12.1,16.8,0.0
5352,25/08/2020,Beer Sheva,4.8,14.6,21.8,0.0
5353,26/08/2020,Beer Sheva,3.65,11.75,17.25,0.0
5354,27/08/2020,Beer Sheva,2.5,8.9,12.7,0.0
5355,28/08/2020,Beer Sheva,2.6,8.5,12.5,0.0
5356,29/08/2020,Beer Sheva,1.7,5.8,8.4,0.0
5357,30/08/2020,Beer Sheva,2.0,6.0,9.1,0.0
5358,31/08/2020,Beer Sheva,1.8,4.5,7.2,0.0
5359,01/09/2020,Beer Sheva,2.2,4.1,7.4,0.0
5360,02/09/2020,Beer Sheva,2.3,8.7,12.2,0.0
5361,03/09/2020,Beer Sheva,5.1,13.1,20.9,0.0
5362,04/09/2020,Beer Sheva,2.6,8.5,12.4,0.0
5363,05/09/2020,Beer Sheva,1.9,3.5,6.3,0.0
5364,06/09/2020,Beer Sheva,2.5,7.1,10.8,0.0
5365,07/09/2020,Beer Sheva,2.8,9.8,14.0,0.0
5366,08/09/2020,Beer Sheva,2.2,8.3,11.7,0.0
5367,09/09/2020,Beer Sheva,2.7,10.0,14.1,0.0
5368,10/09/2020,Beer Sheva,1.9,8.5,11.4,0.0
5369,11/09/2020,Beer Sheva,1.6,5.6,8.1,0.0
5370,12/09/2020,Beer Sheva,1.3,7.5,9.4,0.0
5371,13/09/2020,Beer Sheva,2.0,10.9,13.9,0.0
5372,14/09/2020,Beer Sheva,6.2,17.5,26.9,0.0
5373,15/09/2020,Beer Sheva,2.9,13.1,17.5,0.0
5374,16/09/2020,Beer Sheva,2.5,10.1,13.9,0.0
5375,17/09/2020,Beer Sheva,2.8,12.1,16.3,0.0
5376,18/09/2020,Beer Sheva,2.1,10.3,13.5,0.0
5377,19/09/2020,Beer Sheva,1.7,6.7,9.2,0.0
5378,20/09/2020,Beer Sheva,1.7,7.5,10.1,0.0
5379,21/09/2020,Beer Sheva,2.4,8.3,11.9,0.0
5380,22/09/2020,Beer Sheva,4.8,16.1,23.5,0.0
5381,23/09/2020,Beer Sheva,4.2,11.2,17.6,0.0
5382,24/09/2020,Beer Sheva,4.8,11.1,18.4,0.0
5383,25/09/2020,Beer Sheva,2.3,7.0,10.5,0.0
5384,26/09/2020,Beer Sheva,1.5,3.9,6.2,0.0
5385,27/09/2020,Beer Sheva,2.7,7.8,11.8,0.0
5386,28/09/2020,Beer Sheva,1.7,5.7,8.3,0.0
5387,29/09/2020,Beer Sheva,2.6,10.1,14.1,0.0
5388,30/09/2020,Beer Sheva,3.2,10.3,15.1,0.0
5389,01/10/2020,Beer Sheva,3.3,9.1,14.1,0.0
5390,02/10/2020,Beer Sheva,3.3,8.4,13.4,0.0
5391,03/10/2020,Beer Sheva,1.6,5.0,7.4,0.0
5392,04/10/2020,Beer Sheva,3.7,11.5,17.1,0.0
5393,05/10/2020,Beer Sheva,5.3,13.1,21.0,0.0
5394,06/10/2020,Beer Sheva,5.3,18.8,26.9,0.0
5395,07/10/2020,Beer Sheva,7.0,26.5,37.1,0.0
5396,08/10/2020,Beer Sheva,16.0,35.9,60.2,0.0
5397,09/10/2020,Beer Sheva,2.0,8.2,11.3,0.0
5398,10/10/2020,Beer Sheva,1.6,3.5,5.9,0.0
5399,11/10/2020,Beer Sheva,4.4,12.4,19.1,0.0
5400,12/10/2020,Beer Sheva,4.5,13.5,20.3,0.0
5401,13/10/2020,Beer Sheva,6.1,13.1,22.3,0.0
5402,14/10/2020,Beer Sheva,6.1,13.0,22.2,0.0
5403,15/10/2020,Beer Sheva,7.4,14.6,25.8,0.0
5404,16/10/2020,Beer Sheva,4.0,9.2,15.2,0.0
5405,17/10/2020,Beer Sheva,2.0,6.3,9.4,0.0
5406,18/10/2020,Beer Sheva,6.2,15.9,25.4,0.0
5407,19/10/2020,Beer Sheva,6.9,15.5,25.9,0.0
5408,20/10/2020,Beer Sheva,3.7,10.6,16.2,0.0
5409,21/10/2020,Beer Sheva,5.2,13.7,21.7,0.0
5410,22/10/2020,Beer Sheva,8.9,18.1,31.6,0.0
5411,23/10/2020,Beer Sheva,2.3,10.4,13.9,0.0
5412,24/10/2020,Beer Sheva,1.4,4.9,7.1,0.0
5413,25/10/2020,Beer Sheva,1.7,5.9,8.5,0.0
5414,26/10/2020,Beer Sheva,4.8,15.9,23.2,0.0
5415,27/10/2020,Beer Sheva,6.9,14.3,24.8,0.0
5416,28/10/2020,Beer Sheva,6.8,13.6,23.8,0.0
5417,29/10/2020,Beer Sheva,5.7,14.8,23.4,0.0
5418,30/10/2020,Beer Sheva,2.5,12.2,16.0,0.0
5419,31/10/2020,Beer Sheva,1.9,8.9,11.7,0.0
5420,01/11/2020,Beer Sheva,3.4,12.7,17.9,2.0
5421,02/11/2020,Beer Sheva,6.5,14.4,24.2,0.0
5422,03/11/2020,Beer Sheva,9.5,15.9,30.3,0.0
5423,04/11/2020,Beer Sheva,7.5,12.5,23.9,1.0
5424,05/11/2020,Beer Sheva,3.6,6.3,11.8,1.0
5425,06/11/2020,Beer Sheva,2.8,9.6,13.8,0.0
5426,07/11/2020,Beer Sheva,2.4,12.6,16.2,0.0
5427,08/11/2020,Beer Sheva,6.0,22.2,31.3,0.0
5428,09/11/2020,Beer Sheva,3.9,20.7,26.6,0.0
5429,10/11/2020,Beer Sheva,6.0,19.5,28.6,0.0
5430,11/11/2020,Beer Sheva,8.8,20.3,33.6,0.0
5431,12/11/2020,Beer Sheva,7.1,22.5,33.3,0.0
5432,13/11/2020,Beer Sheva,4.9,17.9,25.4,0.0
5433,14/11/2020,Beer Sheva,2.6,7.4,11.3,0.5
5434,15/11/2020,Beer Sheva,3.3,11.5,16.4,2.0
5435,16/11/2020,Beer Sheva,7.1,20.8,31.6,0.0
5436,17/11/2020,Beer Sheva,8.5,24.3,37.2,0.0
5437,18/11/2020,Beer Sheva,6.6,24.2,34.3,0.0
5438,19/11/2020,Beer Sheva,6.3,21.4,31.0,0.0
5439,20/11/2020,Beer Sheva,5.5,13.9,22.3,0.0
5440,21/11/2020,Beer Sheva,2.6,7.3,11.2,0.0
5441,22/11/2020,Beer Sheva,6.4,20.9,30.5,0.0
5442,23/11/2020,Beer Sheva,7.7,25.8,37.6,0.0
5443,24/11/2020,Beer Sheva,9.8,31.3,46.2,0.0
5444,25/11/2020,Beer Sheva,8.9,14.7,28.2,0.0
5445,26/11/2020,Beer Sheva,2.8,7.4,11.7,1.0
5446,27/11/2020,Beer Sheva,4.5,13.9,20.7,0.0
5447,28/11/2020,Beer Sheva,2.7,11.5,15.6,0.0
5448,29/11/2020,Beer Sheva,9.8,23.6,38.4,0.0
5449,30/11/2020,Beer Sheva,13.3,28.3,48.4,0.0
5450,01/12/2020,Beer Sheva,11.45,28.25,45.599999999999994,0.0
5451,02/12/2020,Beer Sheva,9.6,28.2,42.8,0.0
5452,03/12/2020,Beer Sheva,12.5,28.1,47.0,0.0
5453,04/12/2020,Beer Sheva,3.9,16.1,22.0,0.0
5454,05/12/2020,Beer Sheva,3.8,16.3,22.0,7.0
5455,06/12/2020,Beer Sheva,8.4,22.7,35.5,0.0
5456,07/12/2020,Beer Sheva,8.1,24.1,36.4,0.0
5457,08/12/2020,Beer Sheva,8.0,19.3,31.5,0.0
5458,09/12/2020,Beer Sheva,8.2,22.3,34.7,0.0
5459,10/12/2020,Beer Sheva,13.5,31.9,52.4,0.0
5460,11/12/2020,Beer Sheva,5.6,17.0,25.5,0.0
5461,12/12/2020,Beer Sheva,4.0,15.9,22.0,0.3
5462,13/12/2020,Beer Sheva,19.8,24.1,54.2,0.0
5463,14/12/2020,Beer Sheva,2.5,10.0,13.7,0.5
5464,15/12/2020,Beer Sheva,2.2,4.7,8.1,0.2
5465,16/12/2020,Beer Sheva,3.0,5.6,10.1,10.0
5466,17/12/2020,Beer Sheva,3.0,8.5,13.0,2.3
5467,18/12/2020,Beer Sheva,4.5,14.9,21.7,0.0
5468,19/12/2020,Beer Sheva,3.3,14.1,19.1,0.0
5469,20/12/2020,Beer Sheva,15.9,26.4,50.6,0.0
5470,21/12/2020,Beer Sheva,13.3,24.6,44.9,0.0
5471,22/12/2020,Beer Sheva,9.5,24.8,39.3,0.0
5472,23/12/2020,Beer Sheva,7.5,13.6,25.1,2.8
5473,24/12/2020,Beer Sheva,5.7,14.3,22.9,0.0
5474,25/12/2020,Beer Sheva,4.1,16.3,22.6,0.0
5475,26/12/2020,Beer Sheva,4.449999999999999,12.850000000000001,19.6,0.0
5476,27/12/2020,Beer Sheva,4.8,9.4,16.6,0.0
5477,28/12/2020,Beer Sheva,3.8,12.1,17.9,0.0
5478,29/12/2020,Beer Sheva,7.9,22.5,34.5,0.0
5479,30/12/2020,Beer Sheva,6.7,22.5,32.7,0.0
5480,31/12/2020,Beer Sheva,9.5,25.9,40.3,0.0
5481,01/01/2016,Hadera,1.0,4.7,6.0,3.5
5482,02/01/2016,Hadera,1.8,15.0,17.6,7.6
5483,03/01/2016,Hadera,7.7,32.3,43.9,1.8
5484,04/01/2016,Hadera,5.3,33.9,41.7,0.0
5485,05/01/2016,Hadera,5.1,33.1,40.6,0.0
5486,06/01/2016,Hadera,18.5,39.1,67.4,0.0
5487,07/01/2016,Hadera,21.4,43.7,76.1,12.0
5488,08/01/2016,Hadera,0.1,4.7,4.3,7.8
5489,09/01/2016,Hadera,0.6,10.0,10.3,0.0
5490,10/01/2016,Hadera,14.2,35.9,57.5,0.0
5491,11/01/2016,Hadera,19.9,45.2,75.6,0.0
5492,12/01/2016,Hadera,17.4,37.5,64.1,0.0
5493,13/01/2016,Hadera,43.0,46.3,112.0,0.0
5494,14/01/2016,Hadera,5.1,27.4,35.0,0.0
5495,15/01/2016,Hadera,5.8,21.8,30.3,0.0
5496,16/01/2016,Hadera,3.9,20.1,25.9,0.0
5497,17/01/2016,Hadera,18.3,43.8,71.5,0.0
5498,18/01/2016,Hadera,2.2,16.6,19.6,5.9
5499,19/01/2016,Hadera,0.8,12.3,12.9,14.6
5500,20/01/2016,Hadera,3.8,27.4,32.9,0.0
5501,21/01/2016,Hadera,29.2,43.6,88.3,0.0
5502,22/01/2016,Hadera,20.4,29.8,60.8,7.0
5503,23/01/2016,Hadera,1.0,10.9,12.4,1.9
5504,24/01/2016,Hadera,1.0,8.0,9.2,3.7
5505,25/01/2016,Hadera,3.9,24.4,30.0,8.0
5506,26/01/2016,Hadera,4.6,27.2,34.1,5.5
5507,27/01/2016,Hadera,4.5,29.7,36.1,0.0
5508,28/01/2016,Hadera,9.0,35.0,48.3,0.0
5509,29/01/2016,Hadera,6.2,31.8,40.9,0.0
5510,30/01/2016,Hadera,1.7,24.9,27.0,0.0
5511,31/01/2016,Hadera,18.6,43.5,71.9,0.0
5512,01/02/2016,Hadera,36.5,49.5,105.3,0.0
5513,02/02/2016,Hadera,14.4,35.9,57.9,0.0
5514,03/02/2016,Hadera,13.3,35.4,55.7,0.0
5515,04/02/2016,Hadera,3.5,28.9,33.6,0.0
5516,05/02/2016,Hadera,2.8,19.3,22.4,0.5
5517,06/02/2016,Hadera,0.1,4.4,3.8,17.5
5518,07/02/2016,Hadera,3.9,24.8,30.4,4.5
5519,08/02/2016,Hadera,8.3,35.3,47.5,0.0
5520,09/02/2016,Hadera,18.8,33.2,61.7,0.0
5521,10/02/2016,Hadera,9.0,43.1,56.4,0.0
5522,11/02/2016,Hadera,5.7,35.3,43.7,0.0
5523,12/02/2016,Hadera,10.5,23.8,39.8,0.0
5524,13/02/2016,Hadera,1.3,24.0,25.3,0.0
5525,14/02/2016,Hadera,16.1,41.7,66.4,0.0
5526,15/02/2016,Hadera,34.1,42.2,94.1,0.0
5527,16/02/2016,Hadera,31.8,48.8,97.1,0.0
5528,17/02/2016,Hadera,16.0,42.7,66.5,0.0
5529,18/02/2016,Hadera,13.7,44.4,64.8,0.0
5530,19/02/2016,Hadera,8.8,21.7,34.5,0.0
5531,20/02/2016,Hadera,0.5,7.4,7.6,0.0
5532,21/02/2016,Hadera,2.0,18.7,20.9,5.7
5533,22/02/2016,Hadera,2.7,15.2,18.7,4.0
5534,23/02/2016,Hadera,3.9,27.5,32.8,12.3
5535,24/02/2016,Hadera,9.0,31.5,44.9,0.0
5536,25/02/2016,Hadera,14.8,35.7,57.9,0.0
5537,26/02/2016,Hadera,7.4,22.2,33.3,0.0
5538,27/02/2016,Hadera,1.8,12.1,13.2,0.0
5539,28/02/2016,Hadera,10.9,27.3,43.5,0.0
5540,29/02/2016,Hadera,8.7,32.6,45.1,0.0
5541,01/03/2016,Hadera,13.7,27.0,47.5,0.0
5542,02/03/2016,Hadera,9.5,28.8,42.4,0.5
5543,03/03/2016,Hadera,10.1,24.0,39.1,0.6
5544,04/03/2016,Hadera,3.2,14.8,19.0,0.0
5545,05/03/2016,Hadera,0.8,3.6,4.3,0.0
5546,06/03/2016,Hadera,5.0,21.6,28.6,0.0
5547,07/03/2016,Hadera,10.1,39.5,54.6,0.0
5548,08/03/2016,Hadera,6.0,26.0,34.6,0.0
5549,09/03/2016,Hadera,13.7,41.2,61.9,0.0
5550,10/03/2016,Hadera,10.4,21.3,37.0,0.0
5551,11/03/2016,Hadera,11.5,15.8,33.1,0.0
5552,12/03/2016,Hadera,1.7,15.2,16.9,0.0
5553,13/03/2016,Hadera,25.3,44.8,83.1,0.2
5554,14/03/2016,Hadera,2.1,3.6,6.2,3.0
5555,15/03/2016,Hadera,0.7,3.6,4.5,3.5
5556,16/03/2016,Hadera,1.5,6.1,8.4,3.1
5557,17/03/2016,Hadera,2.1,10.8,14.0,0.0
5558,18/03/2016,Hadera,1.9,11.5,14.3,0.0
5559,19/03/2016,Hadera,1.7,13.8,15.9,0.0
5560,20/03/2016,Hadera,2.4,7.1,10.6,0.0
5561,21/03/2016,Hadera,1.2,7.7,9.4,0.0
5562,22/03/2016,Hadera,3.8,20.5,26.1,0.0
5563,23/03/2016,Hadera,4.5,33.6,39.8,0.0
5564,24/03/2016,Hadera,5.2,22.0,29.6,0.0
5565,25/03/2016,Hadera,9.0,19.6,32.7,0.0
5566,26/03/2016,Hadera,0.1,6.4,5.8,0.1
5567,27/03/2016,Hadera,14.2,10.4,31.9,7.9
5568,28/03/2016,Hadera,1.0,7.6,8.8,0.0
5569,29/03/2016,Hadera,1.1,12.6,13.8,0.0
5570,30/03/2016,Hadera,3.8,28.7,34.1,0.0
5571,31/03/2016,Hadera,10.3,28.3,42.0,0.0
5572,01/04/2016,Hadera,7.050000000000001,28.5,38.05,0.0
5573,02/04/2016,Hadera,8.675,28.4,40.025,0.0
5574,03/04/2016,Hadera,12.7375,30.3,48.8625,0.0
5575,04/04/2016,Hadera,16.8,32.2,57.7,0.0
5576,05/04/2016,Hadera,7.4,45.7,56.7,0.0
5577,06/04/2016,Hadera,9.8,32.8,47.3,0.0
5578,07/04/2016,Hadera,5.2,17.3,24.8,0.0
5579,08/04/2016,Hadera,7.5,25.049999999999997,36.05,0.0
5580,09/04/2016,Hadera,6.35,21.174999999999997,30.424999999999997,0.0
5581,10/04/2016,Hadera,6.925,23.112499999999997,33.2375,0.0
5582,11/04/2016,Hadera,4.0125,16.80625,22.518749999999997,0.9
5583,12/04/2016,Hadera,1.1,10.5,11.8,4.8
5584,13/04/2016,Hadera,2.0,9.7,12.55,0.0
5585,14/04/2016,Hadera,2.9,8.9,13.3,0.0
5586,15/04/2016,Hadera,2.25,10.8,14.05,0.0
5587,16/04/2016,Hadera,1.6,12.7,14.8,0.0
5588,17/04/2016,Hadera,13.8,28.5,49.3,0.0
5589,18/04/2016,Hadera,7.4,24.1,35.3,0.0
5590,19/04/2016,Hadera,9.4,40.0,54.3,0.0
5591,20/04/2016,Hadera,9.7,39.9,54.3,0.0
5592,21/04/2016,Hadera,8.4,32.5,45.2,0.0
5593,22/04/2016,Hadera,9.05,36.2,49.75,0.0
5594,23/04/2016,Hadera,6.175000000000001,30.700000000000003,39.875,0.0
5595,24/04/2016,Hadera,3.3,25.2,30.0,0.0
5596,25/04/2016,Hadera,1.5,17.8,19.6,0.0
5597,26/04/2016,Hadera,6.9,24.0,33.9,0.0
5598,27/04/2016,Hadera,1.2,3.7,5.5,0.0
5599,28/04/2016,Hadera,4.05,13.85,19.7,0.0
5600,29/04/2016,Hadera,2.625,8.775,12.6,0.0
5601,30/04/2016,Hadera,2.4125,11.3875,14.95,0.0
5602,01/05/2016,Hadera,2.2,14.0,17.3,0.0
5603,02/05/2016,Hadera,1.4,0.0,0.0,0.0
5604,03/05/2016,Hadera,5.1,0.0,0.0,0.0
5605,04/05/2016,Hadera,1.3,0.0,0.0,0.0
5606,05/05/2016,Hadera,1.8,0.0,0.0,0.0
5607,06/05/2016,Hadera,0.5,0.0,0.0,0.0
5608,07/05/2016,Hadera,0.4,0.1,0.1,0.0
5609,08/05/2016,Hadera,7.4,21.3,32.2,0.0
5610,09/05/2016,Hadera,8.7,0.0,0.0,0.0
5611,10/05/2016,Hadera,5.3,0.0,0.0,0.0
5612,11/05/2016,Hadera,2.3,0.0,0.0,0.0
5613,12/05/2016,Hadera,1.9,0.0,0.0,0.0
5614,13/05/2016,Hadera,2.7,0.0,0.0,0.0
5615,14/05/2016,Hadera,1.9,0.0,0.0,0.0
5616,15/05/2016,Hadera,13.0,0.0,0.0,0.0
5617,16/05/2016,Hadera,5.0,0.0,0.0,0.0
5618,17/05/2016,Hadera,2.7,0.0,0.0,0.0
5619,18/05/2016,Hadera,1.3,0.0,0.0,0.0
5620,19/05/2016,Hadera,1.5,0.0,0.0,0.0
5621,20/05/2016,Hadera,2.2,0.0,0.0,0.0
5622,21/05/2016,Hadera,3.5,0.0,0.0,0.0
5623,22/05/2016,Hadera,3.2,0.0,0.0,0.0
5624,23/05/2016,Hadera,1.1,0.0,0.0,0.4
5625,24/05/2016,Hadera,0.8,0.0,0.0,0.0
5626,25/05/2016,Hadera,0.6,0.0,0.0,0.0
5627,26/05/2016,Hadera,4.8,0.0,0.0,0.0
5628,27/05/2016,Hadera,2.4,0.0,0.0,0.0
5629,28/05/2016,Hadera,0.0,0.0,0.0,0.0
5630,29/05/2016,Hadera,1.9,0.0,0.0,0.0
5631,30/05/2016,Hadera,3.8,0.0,0.0,0.0
5632,31/05/2016,Hadera,3.2,0.0,0.0,0.0
5633,01/06/2016,Hadera,6.6,25.8,35.6,0.0
5634,02/06/2016,Hadera,6.3,25.7,35.3,0.0
5635,03/06/2016,Hadera,4.7,22.4,28.849999999999998,0.0
5636,04/06/2016,Hadera,3.1,19.1,22.4,0.0
5637,05/06/2016,Hadera,5.8,14.6,23.3,0.0
5638,06/06/2016,Hadera,1.7,8.1,10.6,0.0
5639,07/06/2016,Hadera,3.4,22.1,27.3,0.0
5640,08/06/2016,Hadera,4.1,20.9,27.0,0.0
5641,09/06/2016,Hadera,1.0,5.9,7.1,0.0
5642,10/06/2016,Hadera,0.6,3.7,4.3999999999999995,0.0
5643,11/06/2016,Hadera,0.2,1.5,1.7,0.0
5644,12/06/2016,Hadera,6.8,12.6,22.6,0.0
5645,13/06/2016,Hadera,3.8,23.1,28.7,0.0
5646,14/06/2016,Hadera,3.2,22.8,27.3,0.0
5647,15/06/2016,Hadera,5.5,16.3,24.4,0.0
5648,16/06/2016,Hadera,4.35,19.55,25.85,0.0
5649,17/06/2016,Hadera,2.275,11.175,14.325000000000001,0.0
5650,18/06/2016,Hadera,0.2,2.8,2.8,0.0
5651,19/06/2016,Hadera,2.2,18.4,21.4,0.0
5652,20/06/2016,Hadera,3.1,18.9,23.5,0.0
5653,21/06/2016,Hadera,3.1,16.3,20.9,0.0
5654,22/06/2016,Hadera,0.9,11.2,12.0,0.0
5655,23/06/2016,Hadera,1.3,6.2,7.9,0.0
5656,24/06/2016,Hadera,0.7,5.3,6.0,0.0
5657,25/06/2016,Hadera,1.7,8.7,11.1,0.0
5658,26/06/2016,Hadera,1.4,11.6,13.6,0.0
5659,27/06/2016,Hadera,3.5,11.0,16.2,0.0
5660,28/06/2016,Hadera,1.5,3.4,5.5,0.0
5661,29/06/2016,Hadera,1.2,6.8,8.4,0.0
5662,30/06/2016,Hadera,2.6,12.1,16.1,0.0
5663,01/07/2016,Hadera,2.3,12.9,16.3,0.0
5664,02/07/2016,Hadera,0.0,2.8,2.5,0.0
5665,03/07/2016,Hadera,1.1,8.6,10.0,0.0
5666,04/07/2016,Hadera,0.9,8.0,9.1,0.0
5667,05/07/2016,Hadera,1.2,7.2,8.9,0.0
5668,06/07/2016,Hadera,0.7,7.6,8.4,0.0
5669,07/07/2016,Hadera,1.8,9.9,12.6,0.0
5670,08/07/2016,Hadera,0.5,7.2,7.8,0.0
5671,09/07/2016,Hadera,3.7,8.3,13.8,0.0
5672,10/07/2016,Hadera,2.7,8.7,12.8,0.0
5673,11/07/2016,Hadera,3.8,13.9,19.4,0.0
5674,12/07/2016,Hadera,3.5,17.4,22.1,0.0
5675,13/07/2016,Hadera,3.3,13.3,18.2,0.0
5676,14/07/2016,Hadera,2.7,14.3,18.2,0.0
5677,15/07/2016,Hadera,2.2,10.2,13.4,0.0
5678,16/07/2016,Hadera,2.1,5.7,8.7,0.0
5679,17/07/2016,Hadera,1.1,7.1,8.1,0.0
5680,18/07/2016,Hadera,1.0,4.3,5.8,0.0
5681,19/07/2016,Hadera,1.7,9.4,11.9,0.0
5682,20/07/2016,Hadera,1.7,10.3,12.9,0.0
5683,21/07/2016,Hadera,1.2,10.9,12.5,0.0
5684,22/07/2016,Hadera,5.7,15.3,23.7,0.0
5685,23/07/2016,Hadera,0.2,2.9,3.0,0.0
5686,24/07/2016,Hadera,1.1,9.6,11.0,0.0
5687,25/07/2016,Hadera,1.7,8.7,11.3,0.0
5688,26/07/2016,Hadera,1.5,8.9,11.1,0.0
5689,27/07/2016,Hadera,1.2,11.3,12.8,0.0
5690,28/07/2016,Hadera,4.0,15.0,20.8,0.0
5691,29/07/2016,Hadera,5.3,8.1,16.0,0.0
5692,30/07/2016,Hadera,0.2,1.2,1.2,0.0
5693,31/07/2016,Hadera,2.2,13.6,16.9,0.0
5694,01/08/2016,Hadera,5.5,19.4,27.7,0.0
5695,02/08/2016,Hadera,2.8,11.2,15.4,0.0
5696,03/08/2016,Hadera,1.1,14.6,15.7,0.0
5697,04/08/2016,Hadera,0.9,10.6,11.8,0.0
5698,05/08/2016,Hadera,0.7,5.7,6.5,0.0
5699,06/08/2016,Hadera,0.5,2.2,2.5,0.0
5700,07/08/2016,Hadera,1.6,8.6,10.9,0.0
5701,08/08/2016,Hadera,0.7,5.7,6.6,0.0
5702,09/08/2016,Hadera,1.5,8.4,10.6,0.0
5703,10/08/2016,Hadera,3.1,12.1,16.7,0.0
5704,11/08/2016,Hadera,1.0,10.9,12.0,0.0
5705,12/08/2016,Hadera,0.6,10.1,10.6,0.0
5706,13/08/2016,Hadera,8.0,9.3,21.3,0.0
5707,14/08/2016,Hadera,1.0,6.7,8.1,0.0
5708,15/08/2016,Hadera,0.7,5.3,6.0,0.0
5709,16/08/2016,Hadera,1.7,8.5,10.9,0.0
5710,17/08/2016,Hadera,1.4,11.8,13.9,0.0
5711,18/08/2016,Hadera,1.7,12.5,15.0,0.0
5712,19/08/2016,Hadera,2.3,11.4,14.8,0.0
5713,20/08/2016,Hadera,4.4,8.3,14.8,0.0
5714,21/08/2016,Hadera,9.1,12.0,25.7,0.0
5715,22/08/2016,Hadera,5.9,11.8,20.7,0.0
5716,23/08/2016,Hadera,5.1,12.5,20.0,0.0
5717,24/08/2016,Hadera,4.4,9.5,16.1,0.0
5718,25/08/2016,Hadera,1.7,9.8,12.2,0.0
5719,26/08/2016,Hadera,2.3,12.5,15.9,0.0
5720,27/08/2016,Hadera,2.3,6.7,10.0,0.0
5721,28/08/2016,Hadera,4.6,12.9,19.7,0.0
5722,29/08/2016,Hadera,4.4,11.7,18.3,0.0
5723,30/08/2016,Hadera,1.0,5.8,7.2,0.0
5724,31/08/2016,Hadera,4.0,10.1,16.1,0.0
5725,01/09/2016,Hadera,6.4,19.3,29.0,0.0
5726,02/09/2016,Hadera,2.5,12.0,15.7,0.0
5727,03/09/2016,Hadera,0.2,1.0,1.1,0.0
5728,04/09/2016,Hadera,2.3,13.4,16.9,0.0
5729,05/09/2016,Hadera,3.0999999999999996,12.55,17.2,0.0
5730,06/09/2016,Hadera,3.9,11.7,17.5,0.0
5731,07/09/2016,Hadera,5.8,11.5,20.2,0.0
5732,08/09/2016,Hadera,4.9,5.4,12.6,0.0
5733,09/09/2016,Hadera,3.6,9.7,15.0,0.0
5734,10/09/2016,Hadera,1.8,7.2,9.7,0.0
5735,11/09/2016,Hadera,7.7,14.3,26.0,0.0
5736,12/09/2016,Hadera,14.8,14.6,37.1,0.0
5737,13/09/2016,Hadera,2.6,5.4,8.8,0.0
5738,14/09/2016,Hadera,3.9,10.7,16.5,0.0
5739,15/09/2016,Hadera,4.7,11.2,18.2,0.0
5740,16/09/2016,Hadera,4.3,10.95,17.35,0.0
5741,17/09/2016,Hadera,4.5,11.075,17.775,0.0
5742,18/09/2016,Hadera,4.4,11.0125,17.5625,0.0
5743,19/09/2016,Hadera,5.45,13.50625,21.68125,0.0
5744,20/09/2016,Hadera,6.5,16.0,25.8,0.0
5745,21/09/2016,Hadera,11.9,17.7,35.9,0.0
5746,22/09/2016,Hadera,10.7,10.7,27.0,0.0
5747,23/09/2016,Hadera,2.8,6.8,11.0,0.0
5748,24/09/2016,Hadera,0.4,4.9,5.4,0.0
5749,25/09/2016,Hadera,5.5,20.6,29.0,0.0
5750,26/09/2016,Hadera,9.1,24.7,38.7,0.0
5751,27/09/2016,Hadera,4.4,22.4,29.1,0.0
5752,28/09/2016,Hadera,5.5,19.8,28.2,0.0
5753,29/09/2016,Hadera,5.2,23.4,31.3,0.0
5754,30/09/2016,Hadera,5.2,20.8,28.6,0.0
5755,01/10/2016,Hadera,2.3,18.0,21.3,0.0
5756,02/10/2016,Hadera,11.0,24.8,41.5,0.0
5757,03/10/2016,Hadera,0.2,11.3,11.3,0.0
5758,04/10/2016,Hadera,0.7,13.3,14.2,0.0
5759,05/10/2016,Hadera,9.0,24.5,38.2,0.0
5760,06/10/2016,Hadera,16.4,21.3,46.3,0.0
5761,07/10/2016,Hadera,12.7,22.9,42.25,0.0
5762,08/10/2016,Hadera,9.35,20.0,34.225,0.0
5763,09/10/2016,Hadera,6.0,17.1,26.2,0.0
5764,10/10/2016,Hadera,7.2,15.6,26.5,0.0
5765,11/10/2016,Hadera,6.6,16.35,26.35,0.0
5766,12/10/2016,Hadera,16.65,23.825000000000003,49.224999999999994,0.0
5767,13/10/2016,Hadera,26.7,31.3,72.1,0.0
5768,14/10/2016,Hadera,36.8,20.6,76.7,0.0
5769,15/10/2016,Hadera,26.349999999999998,17.75,57.900000000000006,0.0
5770,16/10/2016,Hadera,15.9,14.9,39.1,0.0
5771,17/10/2016,Hadera,1.4,11.0,12.9,0.0
5772,18/10/2016,Hadera,4.9,16.0,23.4,0.0
5773,19/10/2016,Hadera,4.4,16.7,23.2,0.0
5774,20/10/2016,Hadera,2.9,17.8,22.1,0.0
5775,21/10/2016,Hadera,7.7,15.9,27.6,0.0
